FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.492f086b-6305-3141-8b11-54d264ee63a5,-61.116,-29.931,2019-07-08T17:40:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-29.931 -61.116)
focos_ams_ontem_hoje_ref.49356120-b749-3b7d-a6ba-9342f394de1e,-54.504,-26.329,2019-07-08T17:40:00,AQUA_M-T,Eldorado,Misiones,Argentina,POINT (-26.329 -54.504)
focos_ams_ontem_hoje_ref.497a78d8-11ea-3c94-af8f-ced114fee781,-55.373,-24.851,2019-07-08T17:40:00,AQUA_M-T,Mariscal Francisco Solano López,Caaguazú,Paraguay,POINT (-24.851 -55.373)
focos_ams_ontem_hoje_ref.49ac6af9-3011-3316-ba1d-f22aff539a77,-65.635,-14.032,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-14.032 -65.635)
focos_ams_ontem_hoje_ref.49ce3990-4bf4-3d88-842a-f3dc1378ae20,-58.471,-29.235,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-29.235 -58.471)
focos_ams_ontem_hoje_ref.49f2c9ba-f0e0-3354-b87b-caa2d43fdad2,-45.642,-13.164,2019-07-08T16:05:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.164 -45.642)
focos_ams_ontem_hoje_ref.4a034d2a-b735-31c3-8621-846fdf4d11b4,-60.414,-21.173,2019-07-08T17:40:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.173 -60.414)
focos_ams_ontem_hoje_ref.4a066534-0df5-33c1-9d62-280f2066acd9,-59.33,-25.634,2019-07-08T17:40:00,AQUA_M-T,Pirané,Formosa,Argentina,POINT (-25.634 -59.33)
focos_ams_ontem_hoje_ref.4a8f73fb-7a7d-34fa-a4cf-cd591dbf37a6,-54.309,-10.804,2019-07-08T17:45:00,AQUA_M-T,MARCELÂNDIA,MATO GROSSO,Brasil,POINT (-10.804 -54.309)
focos_ams_ontem_hoje_ref.4aea815c-1f35-38dc-a0a4-09f616179a93,-56.04,-24.609,2019-07-08T17:40:00,AQUA_M-T,San Estanislao,San Pedro,Paraguay,POINT (-24.609 -56.04)
focos_ams_ontem_hoje_ref.4b2ddecc-670f-3b48-a5af-708784da11ed,-59.125,-26.312,2019-07-08T17:40:00,AQUA_M-T,Pirané,Formosa,Argentina,POINT (-26.312 -59.125)
focos_ams_ontem_hoje_ref.4b56f4be-63fb-3871-b2d5-f7621ec1d625,-50.364,-11.608,2019-07-08T17:45:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,POINT (-11.608 -50.364)
focos_ams_ontem_hoje_ref.4b9b618d-7ac7-3f32-9b48-0b10d719a1c2,-57.197,-29.417,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.417 -57.197)
focos_ams_ontem_hoje_ref.4be349bc-c4be-36f0-ad76-ad465cf94ce6,-56.731,-28.291,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.291 -56.731)
focos_ams_ontem_hoje_ref.4c0688cd-4a9c-3cb4-a951-dbdf67099256,-55.981,-22.979,2019-07-08T17:40:00,AQUA_M-T,Pedro Juan Caballero,Amambay,Paraguay,POINT (-22.979 -55.981)
focos_ams_ontem_hoje_ref.4cac089f-a291-3b83-8b9b-ff63babe51e8,-61.236,-12.015,2019-07-08T17:45:00,AQUA_M-T,PARECIS,RONDÔNIA,Brasil,POINT (-12.015 -61.236)
focos_ams_ontem_hoje_ref.4ce26049-d9d9-342d-a46b-1e357f995025,-56.137,-24.766,2019-07-08T17:40:00,AQUA_M-T,San Estanislao,San Pedro,Paraguay,POINT (-24.766 -56.137)
focos_ams_ontem_hoje_ref.4cf89bd0-f630-3c0b-834a-dd5942756f31,-57.722,-9.899,2019-07-08T17:45:00,AQUA_M-T,NOVA BANDEIRANTES,MATO GROSSO,Brasil,POINT (-9.899 -57.722)
focos_ams_ontem_hoje_ref.4d3e069c-d8d8-3e48-b545-c7a833b63edf,-59.595,-22.099,2019-07-08T17:40:00,AQUA_M-T,Mariscal José Félix Estigarribia,Boquerón,Paraguay,POINT (-22.099 -59.595)
focos_ams_ontem_hoje_ref.4d943f05-2128-3014-a6bc-e5c4ba8f3d3d,-60.944,-30.508,2019-07-08T17:40:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-30.508 -60.944)
focos_ams_ontem_hoje_ref.4da55d27-c9f3-3345-9601-375973936cae,-56.429,-28.035,2019-07-08T17:40:00,AQUA_M-T,Santo Tomé,Corrientes,Argentina,POINT (-28.035 -56.429)
focos_ams_ontem_hoje_ref.4dc86a49-16f1-3384-95fc-126d9a1036fc,-58.033,-19.074,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-19.074 -58.033)
focos_ams_ontem_hoje_ref.4defccb2-b3a5-3770-bc75-94f09dfd49d6,-56.133,-26.246,2019-07-08T17:40:00,AQUA_M-T,Emboscada (Caazapa),Caazapá,Paraguay,POINT (-26.246 -56.133)
focos_ams_ontem_hoje_ref.4df89b95-1659-3e67-bbfd-ce9dd36716f0,-69.907,-14.128,2019-07-08T17:45:00,AQUA_M-T,Carabaya,Puno,Peru,POINT (-14.128 -69.907)
focos_ams_ontem_hoje_ref.4edcb742-fbbe-3f84-99e7-d383f5771b53,-56.106,-26.944,2019-07-08T17:40:00,AQUA_M-T,General Artigas,Itapúa,Paraguay,POINT (-26.944 -56.106)
focos_ams_ontem_hoje_ref.4f54c059-b634-3c19-a64e-913fa2877587,-59.926,-16.63,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.63 -59.926)
focos_ams_ontem_hoje_ref.4f55fe0b-8270-366e-bf20-6ef450b69087,-57.431,-28.65,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-28.65 -57.431)
focos_ams_ontem_hoje_ref.4ffa9db1-d524-3e83-9e13-858828b8fe9f,-54.769,-11.635,2019-07-08T17:45:00,AQUA_M-T,CLÁUDIA,MATO GROSSO,Brasil,POINT (-11.635 -54.769)
focos_ams_ontem_hoje_ref.5047fb1b-7531-3793-9012-cf9fec1bedba,-75.828,-12.919,2019-07-08T19:25:00,AQUA_M-T,Yauyos,Lima,Peru,POINT (-12.919 -75.828)
focos_ams_ontem_hoje_ref.50598369-9bf4-39bd-97c9-10c5ee1d4a51,-54.909,-12.039,2019-07-08T17:45:00,AQUA_M-T,SANTA CARMEM,MATO GROSSO,Brasil,POINT (-12.039 -54.909)
focos_ams_ontem_hoje_ref.506d8d8f-30e7-343e-8e2c-07b8d26e1008,-59.795,-22.604,2019-07-08T17:40:00,AQUA_M-T,Mariscal José Félix Estigarribia,Boquerón,Paraguay,POINT (-22.604 -59.795)
focos_ams_ontem_hoje_ref.506dcd60-a625-3011-aa83-9e19bc3028d6,-65.047,-12.319,2019-07-08T17:45:00,AQUA_M-T,Mamoré,El Beni,Bolivia,POINT (-12.319 -65.047)
focos_ams_ontem_hoje_ref.50706be6-017c-35fb-8b4a-e61d81bd1b4a,-49.653,-19.661,2019-07-08T17:40:00,AQUA_M-T,CAMPINA VERDE,MINAS GERAIS,Brasil,POINT (-19.661 -49.653)
focos_ams_ontem_hoje_ref.509c7bd2-ea41-3bcf-ac1c-a81992a517e2,-59.129,-15.849,2019-07-08T17:45:00,AQUA_M-T,PORTO ESPERIDIÃO,MATO GROSSO,Brasil,POINT (-15.849 -59.129)
focos_ams_ontem_hoje_ref.50f2446e-06f0-36f7-9e68-eae445eef569,-57.605,-5.589,2019-07-08T17:45:00,AQUA_M-T,JACAREACANGA,PARÁ,Brasil,POINT (-5.589 -57.605)
focos_ams_ontem_hoje_ref.5172b10a-eeff-34bd-93df-ef9e3b01265d,-57.698,-25.111,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-25.111 -57.698)
focos_ams_ontem_hoje_ref.517ebb51-4fd2-380a-a2af-b90ef00d686a,-54.087,-26.34,2019-07-08T17:40:00,AQUA_M-T,San Pedro,Misiones,Argentina,POINT (-26.34 -54.087)
focos_ams_ontem_hoje_ref.51a0322a-b326-3bba-bdc1-96e9004ce90e,-56.434,-26.746,2019-07-08T17:40:00,AQUA_M-T,Yuty,Caazapá,Paraguay,POINT (-26.746 -56.434)
focos_ams_ontem_hoje_ref.521bfc3d-cd3b-331e-a878-6c42d7596a0e,-57.324,-27.467,2019-07-08T17:40:00,AQUA_M-T,General Paz,Corrientes,Argentina,POINT (-27.467 -57.324)
focos_ams_ontem_hoje_ref.525e3967-b598-371b-a531-437540702c85,-55.518,-28.493,2019-07-08T17:40:00,AQUA_M-T,SANTO ANTÔNIO DAS MISSÕES,RIO GRANDE DO SUL,Brasil,POINT (-28.493 -55.518)
focos_ams_ontem_hoje_ref.52dee118-ecb6-3804-bfae-eab5e8a3a695,-62.078,-17.618,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.618 -62.078)
focos_ams_ontem_hoje_ref.52f13ad4-7b34-349b-b115-ef93e38e4a0e,-61.015,-29.737,2019-07-08T17:40:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-29.737 -61.015)
focos_ams_ontem_hoje_ref.53783c62-dc5a-3885-a584-a0d2a59ced6a,-58.538,-24.524,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-24.524 -58.538)
focos_ams_ontem_hoje_ref.5386db61-274d-3c37-ab86-f2bc65e2c6b0,-57.197,-26.979,2019-07-08T17:40:00,AQUA_M-T,San Ignacio,Misiones,Paraguay,POINT (-26.979 -57.197)
focos_ams_ontem_hoje_ref.53a0d362-db46-3083-adbe-9d009138fe81,-56.452,-11.456,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.456 -56.452)
focos_ams_ontem_hoje_ref.5466d88f-08a4-35ec-8930-601ff7fe4476,-64.493,-15.295,2019-07-08T17:45:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.295 -64.493)
focos_ams_ontem_hoje_ref.553ab99f-50ea-380f-b867-7ad0271c301a,-55.361,-24.849,2019-07-08T17:40:00,AQUA_M-T,Mariscal Francisco Solano López,Caaguazú,Paraguay,POINT (-24.849 -55.361)
focos_ams_ontem_hoje_ref.55438663-3efa-33ce-b117-49393c5e2dbd,-60.569,-21.131,2019-07-08T17:40:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.131 -60.569)
focos_ams_ontem_hoje_ref.556472e6-9028-318c-a570-3c52f41ac66f,-60.532,-16.964,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.964 -60.532)
focos_ams_ontem_hoje_ref.55a70a39-dfe3-3c82-87aa-6f71ecd37b09,-58.629,-29.118,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-29.118 -58.629)
focos_ams_ontem_hoje_ref.55c1abb1-f230-3f5d-8b9c-ee50ba70ab84,-57.199,-26.97,2019-07-08T17:40:00,AQUA_M-T,San Ignacio,Misiones,Paraguay,POINT (-26.97 -57.199)
focos_ams_ontem_hoje_ref.55ff41b5-44f6-3010-9c33-375df3c9d913,-64.551,-14.625,2019-07-08T17:45:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.625 -64.551)
focos_ams_ontem_hoje_ref.5601f6eb-3737-320c-a8e3-5fa659e0ab53,-57.287,-28.639,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-28.639 -57.287)
focos_ams_ontem_hoje_ref.56149088-852a-39d9-84ed-d5606334b520,-43.132,-3.344,2019-07-08T16:10:00,AQUA_M-T,SANTA QUITÉRIA DO MARANHÃO,MARANHÃO,Brasil,POINT (-3.344 -43.132)
focos_ams_ontem_hoje_ref.56acf077-6809-3f0c-af2a-e9addcf9dd65,-65.416,-14.358,2019-07-08T17:45:00,AQUA_M-T,Moxos,El Beni,Bolivia,POINT (-14.358 -65.416)
focos_ams_ontem_hoje_ref.56eeeea9-6512-3140-9f53-5ac9efa18e1b,-53.847,-12.11,2019-07-08T17:45:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.11 -53.847)
focos_ams_ontem_hoje_ref.56f413f2-2799-3709-90c1-10534c7a5760,-61.011,-23.644,2019-07-08T17:40:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-23.644 -61.011)
focos_ams_ontem_hoje_ref.5707edbc-7a77-3b69-8757-189bc7d3b717,-57.314,-27.466,2019-07-08T17:40:00,AQUA_M-T,General Paz,Corrientes,Argentina,POINT (-27.466 -57.314)
focos_ams_ontem_hoje_ref.5751b51e-ccab-3bd7-9609-87e55abc4ce7,-60.392,-36.146,2019-07-08T17:40:00,AQUA_M-T,General Alvear,Buenos Aires,Argentina,POINT (-36.146 -60.392)
focos_ams_ontem_hoje_ref.57a58de4-93eb-38f2-a77a-d4b55932d6d7,-54.606,-12.711,2019-07-08T17:45:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.711 -54.606)
focos_ams_ontem_hoje_ref.57d9eaf8-d7d7-3479-904d-590732e75059,-64.202,-31.517,2019-07-08T17:40:00,AQUA_M-T,Capital,Córdoba,Argentina,POINT (-31.517 -64.202)
focos_ams_ontem_hoje_ref.582b4932-f6ae-37d9-afd0-566850422b5f,-59.62,-14.91,2019-07-08T17:45:00,AQUA_M-T,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,Brasil,POINT (-14.91 -59.62)
focos_ams_ontem_hoje_ref.585b220a-4462-3ecc-8395-2e3f647233b2,-58.01,-25.883,2019-07-08T17:40:00,AQUA_M-T,Formosa,Formosa,Argentina,POINT (-25.883 -58.01)
focos_ams_ontem_hoje_ref.597a10d6-99ff-3f9c-90b1-bde21c621ddd,-59.088,-30.845,2019-07-08T17:40:00,AQUA_M-T,Federal,Entre Ríos,Argentina,POINT (-30.845 -59.088)
focos_ams_ontem_hoje_ref.59b7d60d-7c37-38fa-80c7-8728c9e2ffe6,-55.136,-27.48,2019-07-08T17:40:00,AQUA_M-T,Oberá,Misiones,Argentina,POINT (-27.48 -55.136)
focos_ams_ontem_hoje_ref.59ee3523-e1a3-3b20-ac02-ec25218903f5,-56.274,-23.937,2019-07-08T17:40:00,AQUA_M-T,General Isidoro Resquín,San Pedro,Paraguay,POINT (-23.937 -56.274)
focos_ams_ontem_hoje_ref.59f90dc6-3211-3871-8506-3306f34e09a3,-62.876,-8.19,2019-07-08T17:45:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-8.19 -62.876)
focos_ams_ontem_hoje_ref.5a5d5394-1503-3d06-8244-30c72b8c7d3e,-55.767,-24.711,2019-07-08T17:40:00,AQUA_M-T,Villa San Isidro Curuguaty,Canindeyú,Paraguay,POINT (-24.711 -55.767)
focos_ams_ontem_hoje_ref.5a91e43d-30e2-3e2f-8bbb-a733ccc019a9,-56.419,-23.617,2019-07-08T17:40:00,AQUA_M-T,Nueva Germania,San Pedro,Paraguay,POINT (-23.617 -56.419)
focos_ams_ontem_hoje_ref.5ac342e3-f6e4-347c-83e7-9cabcc0da769,-57.286,-30.467,2019-07-08T17:40:00,AQUA_M-T,n.a5,Artigas,Uruguay,POINT (-30.467 -57.286)
focos_ams_ontem_hoje_ref.5ad16ff5-4185-3843-a965-785349df62d8,-56.998,-28.615,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.615 -56.998)
focos_ams_ontem_hoje_ref.5b002757-627e-3f0c-9757-74db26ef7aa0,-55.032,-25.02,2019-07-08T17:40:00,AQUA_M-T,Itakyry,Alto Paraná,Paraguay,POINT (-25.02 -55.032)
focos_ams_ontem_hoje_ref.5b409779-597a-3e36-8f66-85e66f899dc6,-42.566,-2.865,2019-07-08T16:10:00,AQUA_M-T,PAULINO NEVES,MARANHÃO,Brasil,POINT (-2.865 -42.566)
focos_ams_ontem_hoje_ref.5b4e882f-e4ad-315f-9397-a6012839b0ae,-51.831,-11.912,2019-07-08T17:45:00,AQUA_M-T,BOM JESUS DO ARAGUAIA,MATO GROSSO,Brasil,POINT (-11.912 -51.831)
focos_ams_ontem_hoje_ref.5b67b674-9217-353c-b381-d06d9aa75fe9,-65.49,-12.494,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-12.494 -65.49)
focos_ams_ontem_hoje_ref.5bdc0afd-c69a-358c-ae81-27bf9daa9b3c,-58.973,-27.137,2019-07-08T17:40:00,AQUA_M-T,Primero de Mayo,Chaco,Argentina,POINT (-27.137 -58.973)
focos_ams_ontem_hoje_ref.5be96c93-35e0-354f-ae41-4b10077b092d,-55.326,-24.903,2019-07-08T17:40:00,AQUA_M-T,Itakyry,Alto Paraná,Paraguay,POINT (-24.903 -55.326)
focos_ams_ontem_hoje_ref.5c913150-cc26-3a9a-a541-7cb480123a0f,-55.489,-14.175,2019-07-08T17:45:00,AQUA_M-T,NOBRES,MATO GROSSO,Brasil,POINT (-14.175 -55.489)
focos_ams_ontem_hoje_ref.5cbfd188-b191-3f3a-aa39-b5a913bf6b15,-55.82,-29.481,2019-07-08T17:40:00,AQUA_M-T,ALEGRETE,RIO GRANDE DO SUL,Brasil,POINT (-29.481 -55.82)
focos_ams_ontem_hoje_ref.5cc00da3-9051-3932-91db-bed7aa5793f6,-56.706,-26.768,2019-07-08T17:40:00,AQUA_M-T,Santa Rosa,Misiones,Paraguay,POINT (-26.768 -56.706)
focos_ams_ontem_hoje_ref.5cc7f782-abc3-39dd-8388-c56eaeb350b7,-63.026,-27.378,2019-07-08T17:40:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-27.378 -63.026)
focos_ams_ontem_hoje_ref.5ccda925-9ed5-3cef-8614-f7e2ea4fd880,-55.292,-24.736,2019-07-08T17:40:00,AQUA_M-T,Itakyry,Alto Paraná,Paraguay,POINT (-24.736 -55.292)
focos_ams_ontem_hoje_ref.5d1437d3-afc4-3041-91d3-26b0d0983ae7,-61.5,-17.337,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.337 -61.5)
focos_ams_ontem_hoje_ref.5d21025e-96a8-3bac-a55b-91d0f27ba614,-56.129,-26.239,2019-07-08T17:40:00,AQUA_M-T,Emboscada (Caazapa),Caazapá,Paraguay,POINT (-26.239 -56.129)
focos_ams_ontem_hoje_ref.5d4731ea-54e4-35ea-88ed-1f9dd223dcd9,-55.606,-24.253,2019-07-08T17:40:00,AQUA_M-T,Villa Ygatimí,Canindeyú,Paraguay,POINT (-24.253 -55.606)
focos_ams_ontem_hoje_ref.5d5a84e4-1f10-339a-94e3-3d8ba142cd9d,-57.716,-9.893,2019-07-08T17:45:00,AQUA_M-T,NOVA BANDEIRANTES,MATO GROSSO,Brasil,POINT (-9.893 -57.716)
focos_ams_ontem_hoje_ref.5d7bd8ef-f524-3b05-afda-78022b785aa9,-57.714,-22.398,2019-07-08T17:40:00,AQUA_M-T,Concepción,Concepción,Paraguay,POINT (-22.398 -57.714)
focos_ams_ontem_hoje_ref.5dbe89b2-f025-3094-9434-99a4db50fe24,-58.353,-26.106,2019-07-08T17:40:00,AQUA_M-T,Formosa,Formosa,Argentina,POINT (-26.106 -58.353)
focos_ams_ontem_hoje_ref.5e320a2b-9db0-35a4-9d05-dbdbdb264bc3,-75.822,-12.923,2019-07-08T19:25:00,AQUA_M-T,Yauyos,Lima,Peru,POINT (-12.923 -75.822)
focos_ams_ontem_hoje_ref.5e440f84-9370-3a61-a7c7-e56537bcf902,-56.028,-16.246,2019-07-08T17:45:00,AQUA_M-T,NOSSA SENHORA DO LIVRAMENTO,MATO GROSSO,Brasil,POINT (-16.246 -56.028)
focos_ams_ontem_hoje_ref.5eb54c28-b8ff-30c8-b17b-764f92d2bf7a,-53.629,-11.799,2019-07-08T17:45:00,AQUA_M-T,FELIZ NATAL,MATO GROSSO,Brasil,POINT (-11.799 -53.629)
focos_ams_ontem_hoje_ref.5ebc62af-845b-32be-af35-85933838d487,-65.709,-17.223,2019-07-08T17:45:00,AQUA_M-T,Chapare,Cochabamba,Bolivia,POINT (-17.223 -65.709)
focos_ams_ontem_hoje_ref.5eccff80-09bf-307b-90aa-125827841717,-54.331,-10.808,2019-07-08T17:45:00,AQUA_M-T,MARCELÂNDIA,MATO GROSSO,Brasil,POINT (-10.808 -54.331)
focos_ams_ontem_hoje_ref.5eddca78-607f-390b-a5df-cecf57643a9f,-61.617,-29.533,2019-07-08T17:40:00,AQUA_M-T,Nueve de Julio,Santa Fe,Argentina,POINT (-29.533 -61.617)
focos_ams_ontem_hoje_ref.5f1151bd-0c0b-3180-a20a-45b8e664ddfd,-56.877,-25.716,2019-07-08T17:40:00,AQUA_M-T,General Bernardino Caballero,Paraguarí,Paraguay,POINT (-25.716 -56.877)
focos_ams_ontem_hoje_ref.5f2282a4-95cb-39ce-b2de-0baeb2101f43,-58.057,-17.273,2019-07-08T17:45:00,AQUA_M-T,CÁCERES,MATO GROSSO,Brasil,POINT (-17.273 -58.057)
focos_ams_ontem_hoje_ref.5f899fc8-bdc3-3291-b555-2a5559a5201d,-56.122,-26.244,2019-07-08T17:40:00,AQUA_M-T,Emboscada (Caazapa),Caazapá,Paraguay,POINT (-26.244 -56.122)
focos_ams_ontem_hoje_ref.5fb47745-4eef-36b4-80ef-a9fa5ef97799,-63.713,-9.529,2019-07-08T17:45:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.529 -63.713)
focos_ams_ontem_hoje_ref.606a08e8-ef80-38f4-81a0-964525e9abc9,-64.037,-8.709,2019-07-08T17:45:00,AQUA_M-T,CANUTAMA,AMAZONAS,Brasil,POINT (-8.709 -64.037)
focos_ams_ontem_hoje_ref.606a6f4e-1b4e-37e0-81a6-e70f5d01ce9b,-54.186,-12.153,2019-07-08T17:45:00,AQUA_M-T,FELIZ NATAL,MATO GROSSO,Brasil,POINT (-12.153 -54.186)
focos_ams_ontem_hoje_ref.60950615-0e31-308d-a1dd-e8f116d3bdf4,-56.118,-26.238,2019-07-08T17:40:00,AQUA_M-T,Emboscada (Caazapa),Caazapá,Paraguay,POINT (-26.238 -56.118)
focos_ams_ontem_hoje_ref.60e58c6c-a754-3bd9-9d2f-3459a6a69ab9,-66.895,-9.997,2019-07-08T17:45:00,AQUA_M-T,ACRELÂNDIA,ACRE,Brasil,POINT (-9.997 -66.895)
focos_ams_ontem_hoje_ref.60ead9b3-fdec-3581-9232-fa8b52b15ce4,-54.848,-25.585,2019-07-08T17:40:00,AQUA_M-T,Los Cedrales,Alto Paraná,Paraguay,POINT (-25.585 -54.848)
focos_ams_ontem_hoje_ref.610deab5-96ca-3339-b155-a3a3dc8c23f3,-65.748,-9.653,2019-07-08T17:45:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.653 -65.748)
focos_ams_ontem_hoje_ref.6198f54e-e463-39d8-b92f-ed728cf2e7ea,-56.447,-28.571,2019-07-08T17:40:00,AQUA_M-T,General Alvear,Corrientes,Argentina,POINT (-28.571 -56.447)
focos_ams_ontem_hoje_ref.61b597e0-87b0-387b-b319-70756692cd5e,-64.191,-13.927,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.927 -64.191)
focos_ams_ontem_hoje_ref.626bdc17-2d0a-37a4-833d-9694265531c4,-57.438,-25.588,2019-07-08T17:40:00,AQUA_M-T,Nueva Italia,Central,Paraguay,POINT (-25.588 -57.438)
focos_ams_ontem_hoje_ref.630765c3-2813-3d48-9c55-b984370cf505,-58.623,-27.75,2019-07-08T17:40:00,AQUA_M-T,Empedrado,Corrientes,Argentina,POINT (-27.75 -58.623)
focos_ams_ontem_hoje_ref.63701b5d-3b6d-3fa5-b8a3-00511163a286,-58.288,-17.899,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-17.899 -58.288)
focos_ams_ontem_hoje_ref.63bc0ea7-d5cd-3e0f-8c09-8ea23ee07268,-64.079,-27.721,2019-07-08T17:40:00,AQUA_M-T,Banda,Santiago del Estero,Argentina,POINT (-27.721 -64.079)
focos_ams_ontem_hoje_ref.63dc4994-fbc0-3892-a3f4-deeac9f80d5b,-48.127,-4.533,2019-07-08T16:10:00,AQUA_M-T,RONDON DO PARÁ,PARÁ,Brasil,POINT (-4.533 -48.127)
focos_ams_ontem_hoje_ref.64c99776-f448-31ce-b736-6d851f2dffa9,-56.461,-11.446,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.446 -56.461)
focos_ams_ontem_hoje_ref.651913bd-c9b6-3778-88c7-d036b7452ce0,-70.733,10.91,2019-07-08T17:50:00,AQUA_M-T,Buchivacoa,Falcón,Venezuela,POINT (10.91 -70.733)
focos_ams_ontem_hoje_ref.655f07e8-bb51-3c32-a30b-46a91906cc81,-61.631,-29.535,2019-07-08T17:40:00,AQUA_M-T,Nueve de Julio,Santa Fe,Argentina,POINT (-29.535 -61.631)
focos_ams_ontem_hoje_ref.65d5d5fd-c4da-3f56-b961-5bec998728ca,-56.001,-23.651,2019-07-08T17:40:00,AQUA_M-T,Nueva Germania,San Pedro,Paraguay,POINT (-23.651 -56.001)
focos_ams_ontem_hoje_ref.660f3791-7df8-3851-b291-977f4e844ab2,-64.657,-14.218,2019-07-08T17:45:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.218 -64.657)
focos_ams_ontem_hoje_ref.665cad95-1849-3f93-9f94-a130da7b9fd6,-55.457,-28.678,2019-07-08T17:40:00,AQUA_M-T,ITACURUBI,RIO GRANDE DO SUL,Brasil,POINT (-28.678 -55.457)
focos_ams_ontem_hoje_ref.666bfa0a-b8db-3373-b546-9049f13d37d3,-56.534,-25.139,2019-07-08T17:40:00,AQUA_M-T,Carayaó,Caaguazú,Paraguay,POINT (-25.139 -56.534)
focos_ams_ontem_hoje_ref.6692f171-7aa6-31b7-92fa-5916d9574260,-43.434,-19.568,2019-07-08T16:05:00,AQUA_M-T,ITABIRA,MINAS GERAIS,Brasil,POINT (-19.568 -43.434)
focos_ams_ontem_hoje_ref.66c27260-8651-39f1-8a5e-a393fb2166d3,-44.897,-19.395,2019-07-08T16:05:00,AQUA_M-T,POMPÉU,MINAS GERAIS,Brasil,POINT (-19.395 -44.897)
focos_ams_ontem_hoje_ref.66c39c6c-6b02-3538-ba01-73dcfff2f58a,-61.084,-29.086,2019-07-08T17:40:00,AQUA_M-T,Nueve de Julio,Santa Fe,Argentina,POINT (-29.086 -61.084)
focos_ams_ontem_hoje_ref.67fdbb1f-85ff-3b3e-a45c-b9aa92636f50,-55.924,-24.62,2019-07-08T17:40:00,AQUA_M-T,Villa San Isidro Curuguaty,Canindeyú,Paraguay,POINT (-24.62 -55.924)
focos_ams_ontem_hoje_ref.682db87e-bfc4-322b-92a1-074672972527,-65.708,-13.584,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.584 -65.708)
focos_ams_ontem_hoje_ref.686a9a7b-b301-3184-b5e3-4c890a49a146,-65.893,-13.264,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.264 -65.893)
